id,year,week,startdate,enddate,positive_rate
202036,2020,36,2020/8/31,2020/9/6,0
202037,2020,37,2020/9/7,2020/9/13,0
202038,2020,38,2020/9/14,2020/9/20,0
202039,2020,39,2020/9/21,2020/9/27,0
202040,2020,40,2020/9/28,2020/10/4,0
202041,2020,41,2020/10/5,2020/10/11,0.000283206
202042,2020,42,2020/10/12,2020/10/18,0.000950119
202043,2020,43,2020/10/19,2020/10/25,0.000693963
202044,2020,44,2020/10/26,2020/11/1,0
202045,2020,45,2020/11/2,2020/11/8,0
202046,2020,46,2020/11/9,2020/11/15,0.000233318
202047,2020,47,2020/11/16,2020/11/22,0.000431686
202048,2020,48,2020/11/23,2020/11/29,0.000202881
202049,2020,49,2020/11/30,2020/12/6,0
202050,2020,50,2020/12/7,2020/12/13,0.00021427
202051,2020,51,2020/12/14,2020/12/20,0.000393314
202052,2020,52,2020/12/21,2020/12/27,0
202053,2020,53,2020/12/28,2021/1/3,0
202101,2021,1,2021/1/4,2021/1/10,0.000210704
202102,2021,2,2021/1/11,2021/1/17,0.000219732
202103,2021,3,2021/1/18,2021/1/24,0.000845845
202104,2021,4,2021/1/25,2021/1/31,0.002444444
202105,2021,5,2021/2/1,2021/2/7,0.001244555
202106,2021,6,2021/2/8,2021/2/14,0.000504414
202107,2021,7,2021/2/15,2021/2/21,0.000958084
202108,2021,8,2021/2/22,2021/2/28,0.002177226
202109,2021,9,2021/3/1,2021/3/7,0.002591233
202110,2021,10,2021/3/8,2021/3/14,0.004040834
202111,2021,11,2021/3/15,2021/3/21,0.012306471
202112,2021,12,2021/3/22,2021/3/28,0.014318804
202113,2021,13,2021/3/29,2021/4/4,0.022450289
202114,2021,14,2021/4/5,2021/4/11,0.045602606
202115,2021,15,2021/4/12,2021/4/18,0.051865009
202116,2021,16,2021/4/19,2021/4/25,0.075
202117,2021,17,2021/4/26,2021/5/2,0.069327731
202118,2021,18,2021/5/3,2021/5/9,0.063620837
202119,2021,19,2021/5/10,2021/5/16,0.065816536
202120,2021,20,2021/5/17,2021/5/23,0.08459596
202121,2021,21,2021/5/24,2021/5/30,0.087523992
202122,2021,22,2021/5/31,2021/6/6,0.072340426
202123,2021,23,2021/6/7,2021/6/13,0.069014085
202124,2021,24,2021/6/14,2021/6/20,0.042995169
202125,2021,25,2021/6/21,2021/6/27,0.03227459
202126,2021,26,2021/6/28,2021/7/4,0.016410256
202127,2021,27,2021/7/5,2021/7/11,0.01129666
202128,2021,28,2021/7/12,2021/7/18,0.008446739
202129,2021,29,2021/7/19,2021/7/25,0
202130,2021,30,2021/7/26,2021/8/1,0
202131,2021,31,2021/8/2,2021/8/8,0
202132,2021,32,2021/8/9,2021/8/15,0
202133,2021,33,2021/8/16,2021/8/22,0
202134,2021,34,2021/8/23,2021/8/29,0
202135,2021,35,2021/8/30,2021/9/5,0
202136,2021,36,2021/9/6,2021/9/12,0
202137,2021,37,2021/9/13,2021/9/19,0
202138,2021,38,2021/9/20,2021/9/26,0
202139,2021,39,2021/9/27,2021/10/3,0
202140,2021,40,2021/10/4,2021/10/10,0
202141,2021,41,2021/10/11,2021/10/17,0
202142,2021,42,2021/10/18,2021/10/24,0
202143,2021,43,2021/10/25,2021/10/31,0
202144,2021,44,2021/11/1,2021/11/7,0
202145,2021,45,2021/11/8,2021/11/14,0
202146,2021,46,2021/11/15,2021/11/21,0
202147,2021,47,2021/11/22,2021/11/28,0
202148,2021,48,2021/11/29,2021/12/5,0
202149,2021,49,2021/12/6,2021/12/12,0
202150,2021,50,2021/12/13,2021/12/19,0
202151,2021,51,2021/12/20,2021/12/26,0
202152,2021,52,2021/12/27,2022/1/2,0
202201,2022,1,2022/1/3,2022/1/9,0
202202,2022,2,2022/1/10,2022/1/16,0
202203,2022,3,2022/1/17,2022/1/23,0
202204,2022,4,2022/1/24,2022/1/30,0
202205,2022,5,2022/1/31,2022/2/6,0
202206,2022,6,2022/2/7,2022/2/13,0
202207,2022,7,2022/2/14,2022/2/20,0
202208,2022,8,2022/2/21,2022/2/27,0
202209,2022,9,2022/2/28,2022/3/6,0
202210,2022,10,2022/3/7,2022/3/13,0
202211,2022,11,2022/3/14,2022/3/20,0
202212,2022,12,2022/3/21,2022/3/27,0
202213,2022,13,2022/3/28,2022/4/3,0
202214,2022,14,2022/4/4,2022/4/10,0
202215,2022,15,2022/4/11,2022/4/17,0
202216,2022,16,2022/4/18,2022/4/24,0
202217,2022,17,2022/4/25,2022/5/1,0
202218,2022,18,2022/5/2,2022/5/8,0
202219,2022,19,2022/5/9,2022/5/15,0
202220,2022,20,2022/5/16,2022/5/22,0
202221,2022,21,2022/5/23,2022/5/29,0
202222,2022,22,2022/5/30,2022/6/5,0
202223,2022,23,2022/6/6,2022/6/12,0
202224,2022,24,2022/6/13,2022/6/19,0
202225,2022,25,2022/6/20,2022/6/26,0
202226,2022,26,2022/6/27,2022/7/3,0
202227,2022,27,2022/7/4,2022/7/10,0
202228,2022,28,2022/7/11,2022/7/17,0
202229,2022,29,2022/7/18,2022/7/24,0
202230,2022,30,2022/7/25,2022/7/31,0
202231,2022,31,2022/8/1,2022/8/7,0
202232,2022,32,2022/8/8,2022/8/14,0
202233,2022,33,2022/8/15,2022/8/21,0
202234,2022,34,2022/8/22,2022/8/28,0
202235,2022,35,2022/8/29,2022/9/4,0
202236,2022,36,2022/9/5,2022/9/11,0
202237,2022,37,2022/9/12,2022/9/18,0
202238,2022,38,2022/9/19,2022/9/25,0
202239,2022,39,2022/9/26,2022/10/2,0
202240,2022,40,2022/10/3,2022/10/9,0
202241,2022,41,2022/10/10,2022/10/16,0
202242,2022,42,2022/10/17,2022/10/23,0
202243,2022,43,2022/10/24,2022/10/30,0
202244,2022,44,2022/10/31,2022/11/6,0
202245,2022,45,2022/11/7,2022/11/13,0
202246,2022,46,2022/11/14,2022/11/20,0
202247,2022,47,2022/11/21,2022/11/27,0
202248,2022,48,2022/11/28,2022/12/4,0
202249,2022,49,2022/12/5,2022/12/11,0
202250,2022,50,2022/12/12,2022/12/18,0
202251,2022,51,2022/12/19,2022/12/25,0
202252,2022,52,2022/12/26,2023/1/1,0
